query_run_date,query_period,periods_back,days_back,result_count,date_query_start,date_query_end,doc_id,domain,title,date_published,collection,tags,url,summary
"2014-04-12","years","1","365","58","2013-04-12","2014-04-12","haiyan-google-countryLB-1-10_y1(07)","naharnet.com","U.N.: Typhoon Kills 10,000 in One Philippine City — Naharnet","","haiyan","google-country","http://www.naharnet.com/stories/en/105360","... fled their homes because of <b>typhoon Haiyan</b> and that the United Nations will ... <br> &quot;Many places are strewn with dead bodies,&quot; Ging told a <b>news</b> conference at&nbsp;..."
"2014-04-12","years","1","365","58","2013-04-12","2014-04-12","haiyan-google-countryLB-1-10_y1(08)","lebtivity.com","Nia® Technique- Workshops for a Cause* « Lebtivity","","haiyan","google-country","http://www.lebtivity.com/event/nia-technique-workshops-for-a-cause","Fundraiser Project for friends affected by <b>Typhoon Haiyan</b> in the Philippines] ... <br> friends here in Lebanon who were affected by the <b>typhoon Haiyan</b> (<b>Yolanda</b>) in&nbsp;..."
"2014-04-12","years","1","365","58","2013-04-12","2014-04-12","haiyan-google-countryLB-1-10_y1(09)","naharnet.com","China on High Alert as Typhoon Leaves Six Missing — Naharnet","","haiyan","google-country","http://www.naharnet.com/stories/en/105187","Naharnet is the leading Lebanese <b>news</b> destination, breaking the <b>news</b> as it ... <br> China announced Sunday its highest alert for <b>Typhoon Haiyan</b> as six crew&nbsp;..."
"2014-04-12","years","1","365","58","2013-04-12","2014-04-12","haiyan-google-countryLB-1-10_y1(10)","almanar.com.lb","More Than 10,000 Feared Dead in Philippines Typhoon","","haiyan","google-country","http://www.almanar.com.lb/english/adetails.php?fromval=2&cid=189&frid=24&seccatid=189&eid=120074","Minimize font, Maximize font, Save <b>article</b> ... help countless survivors of Super <br> <b>Typhoon Haiyan</b>, which sent tsunami like waves and merciless winds rampaging<br> &nbsp;..."
"2014-04-12","years","1","365","5","2013-04-12","2014-04-12","haiyan-google-countryLI-1-10_y1(01)","paper.li","Catholic School Chronicle Daily News, Articles, and Multimedia for ...","","haiyan","google-country","http://paper.li/nsenger/1325262293","Catholic School Chronicle Daily, by Nick Senger: <b>News</b>, Articles, and ... on <br> Distribution of Funds from Special Collection for Victims of <b>Typhoon Haiyan</b>; <br> Proceeds&nbsp;..."
"2014-04-12","years","1","365","5","2013-04-12","2014-04-12","haiyan-google-countryLI-1-10_y1(02)","worldreview.info","World Review | Geothermal energy heats up to go full steam ahead","","haiyan","google-country","http://www.worldreview.info/content/geothermal-energy-heats-go-full-steam-ahead","<b>Typhoon Haiyan</b> in November 2013 damaged four of the five geothermal plants. <br> There is potential to achieve at least a twentyfold increase in the global use of&nbsp;..."
"2014-04-12","years","1","365","5","2013-04-12","2014-04-12","haiyan-google-countryLI-1-10_y1(03)","paper.li","BCCo Global Philanthropy Daily News for Fundraising and ...","","haiyan","google-country","http://paper.li/BCphilanthropy/1349628350","BCCo Global Philanthropy Daily, by Bob Carter: <b>News</b> for Fundraising and ... <br> Vilma and Rainero&#39;s house and livelihoods were destroyed during <b>typhoon</b> <br> <b>Haiyan</b>."
"2014-04-12","years","1","365","5","2013-04-12","2014-04-12","haiyan-google-countryLI-1-10_y1(04)","paper.li","The Crisis Informatics Daily","","haiyan","google-country","http://paper.li/gislio/CrisisInfo","... Communications Luckily, I was one of the survivors of <b>Typhoon Haiyan</b>. ... <br> Khair: Lebanese photographer capturing &#39;the human story&#39; - Yahoo <b>News</b> <br> Maktoob&nbsp;..."
"2014-04-12","years","1","365","5","2013-04-12","2014-04-12","haiyan-google-countryLI-1-10_y1(05)","paper.li","The Food &amp; Agriculture Spotlight","","haiyan","google-country","http://paper.li/faonews/agriculture-food-security-hunger","<b>News</b> &amp; info from the Food &amp; Agriculture Organization of the United Nations (FAO<br> ) ..... farmers rehabilitate their livelihoods hit hard by <b>Typhoon Haiyan</b> : FAO in&nbsp;..."
"2014-04-12","years","1","365","171","2013-04-12","2014-04-12","haiyan-google-countryLK-1-10_y1(01)","sahanafoundation.org","Response to Typhoon Haiyan/Yolanda :: Sahana Software Foundation","","haiyan","google-country","http://sahanafoundation.org/response-to-typhoon-haiyanyolanda/","2013-11-07T120131Z_2_CBRE9A609QG00_RTROPTP_2_PHILIPPINES-<br> <b>TYPHOON-HAIYAN</b> The Sahana Software Foundation is currently working with <br> our&nbsp;..."
"2014-04-12","years","1","365","171","2013-04-12","2014-04-12","haiyan-google-countryLK-1-10_y1(02)","helpagesl.org","Helpage Sri Lanka-News and Events","","haiyan","google-country","http://www.helpagesl.org/news_events/Typhoon%20Haiyan,%20the%20Philippines.php","A:At 10am on Friday8thNovember, <b>Typhoon Haiyan</b> (local name <b>Yolanda</b>) <br> entered the Philippines. Haiyan was a maximum category-five storm with ground<br> &nbsp;..."
"2014-04-12","years","1","365","171","2013-04-12","2014-04-12","haiyan-google-countryLK-1-10_y1(03)","sahanafoundation.org","Sahana Eden based RGIMS aids Philippine Government response ...","","haiyan","google-country","http://sahanafoundation.org/sahana-eden-based-rgims-aids-philippine-government-response-to-typhoon-haiyan/","Sahana Software Foundation partner AidIQ provided that training last year and <br> the system has been in heavy use since <b>Typhoon Haiyan</b>/<b>Yolanda</b> struck the&nbsp;..."
"2014-04-12","years","1","365","171","2013-04-12","2014-04-12","haiyan-google-countryLK-1-10_y1(04)","sundayobserver.lk","Sundayobserver.lk: World | Super Typhoon Haiyan death toll over 100","","haiyan","google-country","http://www.sundayobserver.lk/2013/11/10/wld01.asp","Super <b>Typhoon Haiyan</b>, among the most powerful storms ever recorded, crashed <br> ... Haiyan, known as <b>Yolanda</b> in the typhoon-prone Philippines, affected a huge&nbsp;..."
"2014-04-12","years","1","365","171","2013-04-12","2014-04-12","haiyan-google-countryLK-1-10_y1(05)","sahanafoundation.org","Sahana Responds to Typhoon Haiyan :: Sahana Software Foundation","","haiyan","google-country","http://sahanafoundation.org/slides/sahana-responds-to-super-typhoon-haiyan/","... January 22, 2014. Sahana <b>News</b> (Belatedly for) November 2013 December 4, <br> 2013 ... Response to <b>Typhoon Haiyan</b>/<b>Yolanda</b> November 11, 2013. SAHANA a&nbsp;..."
"2014-04-12","years","1","365","171","2013-04-12","2014-04-12","haiyan-google-countryLK-1-10_y1(06)","ceylontoday.lk","After Haiyan: Philippines can learn from Lanka&apos;s mistakes","","haiyan","google-country","http://www.ceylontoday.lk/57-48879-news-detail-after-haiyan-philippines-can-learn-from-lankas-mistakes.html","Path breaking Sri Lankan <b>News</b> Website that features Breaking <b>News</b>, ... with the <br> trail of destruction left by super <b>typhoon Haiyan</b> (local name: <b>Yolanda</b>)."
"2014-04-12","years","1","365","171","2013-04-12","2014-04-12","haiyan-google-countryLK-1-10_y1(07)","nation.lk","nation.lk ::: - 1,200 feared dead in typhoon-devastated Philippines","","haiyan","google-country","http://www.nation.lk/edition/breaking-news/item/22644-1200-feared-dead-in-typhoon-devastated-philippines.html","A day after Super <b>Typhoon Haiyan</b> whipped across the central Philippines with ... <br> join me in prayer for the victims of <b>Typhoon Haiyan</b>/<b>Yolanda</b> especially those in&nbsp;..."
"2014-04-12","years","1","365","171","2013-04-12","2014-04-12","haiyan-google-countryLK-1-10_y1(08)","peotv.com","CNN INTERNATIONAL CROWNED &apos;NEWS CHANNEL OF THE YEAR&apos;","","haiyan","google-country","http://www.peotv.com/blog/cnn/","“Our <b>coverage</b> of <b>Typhoon Haiyan</b> was exemplary from start to finish. Our crews <br> showed enormous bravery as well as great sensitivity on what was both a&nbsp;..."
"2014-04-12","years","1","365","171","2013-04-12","2014-04-12","haiyan-google-countryLK-1-10_y1(09)","nation.lk","nation.lk ::: - More than 100 dead after Typhoon batters Philippines","","haiyan","google-country","http://www.nation.lk/edition/breaking-news/item/22593-more-than-100-dead-after-typhoon-batters-philippines.html","... by Super <b>Typhoon Haiyan</b>, authorities said Saturday, as soldiers raced to r... ... <br> By Breaking <b>News</b>; Saturday, 09 November 2013 11:33; font size decrease font&nbsp;..."
"2014-04-12","years","1","365","171","2013-04-12","2014-04-12","haiyan-google-countryLK-1-10_y1(10)","defence.lk","Strongest typhoon of the year slams Philippines","","haiyan","google-country","http://www.defence.lk/new.asp?fname=Strongest_typhoon_of_the_year_slams_Philippines_20131108_02","<b>News</b> Bar » ... <b>Typhoon Haiyan&#39;s</b> wind strength at landfall had been expected to <br> beat out Hurricane Camille, which was 305 kilometers per hour (190 mph) at&nbsp;..."
"2014-04-12","years","1","365","6","2013-04-12","2014-04-12","haiyan-google-countryLR-1-10_y1(01)","iloblog.org","Coming together to help the victims of Typhoon Haiyan | Work In ...","","haiyan","google-country","http://iloblog.org/2013/11/29/coming-together-to-help-the-victims-of-typhoon-haiyan/","As you approach Tacloban from the air, you get a clear idea of the mammoth <br> scale of the destruction wrought by <b>Typhoon Haiyan</b> (<b>Yolanda</b>). On the ground, <br> you&nbsp;..."
"2014-04-12","years","1","365","6","2013-04-12","2014-04-12","haiyan-google-countryLR-1-10_y1(02)","unmil.unmissions.org","About UNMIL","","haiyan","google-country","http://unmil.unmissions.org/Default.aspx?tabid=3934&ctl=Details&mid=6897&ItemID=2734570&language=en-US","Ten Years of Peace &middot; Contacts for Media &middot; <b>News</b> Room ... 500 USD) as disaster <br> relief assistance to victims and survivors of <b>Typhoon Haiyan</b> in the Philippines."
"2014-04-12","years","1","365","6","2013-04-12","2014-04-12","haiyan-google-countryLR-1-10_y1(03)","iloblog.org","Typhoon Haiyan | Work In Progress","","haiyan","google-country","http://iloblog.org/tag/typhoon-haiyan/","It&#39;s been three months since <b>Typhoon Haiyan</b> – also known as <b>Yolanda</b> – <br> devastated parts of the central Philippines, killing thousands of people and <br> leaving&nbsp;..."
"2014-04-12","years","1","365","6","2013-04-12","2014-04-12","haiyan-google-countryLR-1-10_y1(04)","mofa.gov.lr","Daily Media Summary Nov, 22, 2013","","haiyan","google-country","http://www.mofa.gov.lr/public2/2press.php?news_id=902&related=7&pg=sp","<b>NEWS</b> SUMMARY FOR FRIDAY, NOVEMBER 22, 2013 ... Republic of The <br> Philippines, following the <b>news</b> of a devastating effect of the <b>Typhoon Haiyan</b> <br> which&nbsp;..."
"2014-04-12","years","1","365","6","2013-04-12","2014-04-12","haiyan-google-countryLR-1-10_y1(05)","iloblog.org","Haiyan survivors: not asking for much | Work In Progress","","haiyan","google-country","http://iloblog.org/2014/02/07/haiyan-survivors-not-asking-for-much/","Jean-Luc Martinage,ILO Senior Communications Officer It&#39;s been three months <br> since <b>Typhoon Haiyan</b> - also known as <b>Yolanda</b> - devastated parts of the central<br> &nbsp;..."
"2014-04-12","years","1","365","6","2013-04-12","2014-04-12","haiyan-google-countryLR-1-10_y1(06)","thenewdawnliberia.com","The Climate-Change Agenda Heats Up - The New Dawn Liberia ...","","haiyan","google-country","http://www.thenewdawnliberia.com/index.php?option=com_content&view=article&id=11229:the-climate-change-agenda-heats-up&catid=1:opinion&Itemid=76","<b>Typhoon Haiyan</b> in the Philippines, America&#39;s record-breaking freeze, .... Feature <br> <b>Article</b>: Illicit Financial Flows from Africa: A Wake up call for Major Stakeholders."
"2014-04-12","years","1","365","3","2013-04-12","2014-04-12","haiyan-google-countryLS-1-10_y1(01)","wvi.org","A school grows vegetables to assist needy children | World Vision ...","","haiyan","google-country","http://www.wvi.org/lesotho/article/school-grows-vegetables-assist-needy-children","Gardens provide food security after Haiyan &middot; <b>Typhoon Haiyan</b> &middot; Restoring Water <br> and Hope in Damaged Schools &middot; <b>Typhoon Haiyan</b>&nbsp;..."
"2014-04-12","years","1","365","3","2013-04-12","2014-04-12","haiyan-google-countryLS-1-10_y1(02)","ls.undp.org","Video: Coordinating Recovery in the Philippines | UNDP in Philippines","","haiyan","google-country","http://www.ls.undp.org/content/philippines/en/home/presscenter/pressreleases/2014/01/06/video-coordinating-recovery-in-the-philippines","... States &middot; Latin America &amp; the Caribbean &middot; Operations &middot; Research &amp; Publications &middot; <br> <b>News</b> Centre &middot; English ... Latest <b>News</b>. 09 Apr 2014 : Reconstructing identities:&nbsp;..."
"2014-04-12","years","1","365","3","2013-04-12","2014-04-12","haiyan-google-countryLS-1-10_y1(03)","wvi.org","A new school means a world to Lits&apos;ilong Children | World Vision ...","","haiyan","google-country","http://www.wvi.org/lesotho/gallery/new-school-means-world-litsilong-children","Lesotho &middot; education. Related Stories. Restoring Water and Hope in Damaged <br> Schools &middot; <b>Typhoon Haiyan</b> &middot; The colours of the rainbow are all beautiful &middot; Albania<br> &nbsp;..."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryLT-1-10_y1(01)","redcross.lt","Lithuanian Red Cross Society launches the campaign to support the ...","","haiyan","google-country","http://www.redcross.lt/en/news/293-lithuanian-red-cross-society-launches-the-campaign-to-support-the-typhoon-victims-in-philippines","<b>Typhoon Haiyan</b> – one of the most powerful typhoons ever recorded – tore <br> through the Visayas region of central Philippines on Friday with deadly force, <br> making&nbsp;..."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryLT-1-10_y1(02)","maltieciai.lt","The Magistral post office issue a stamp for the Philiphines | Maltos ...","","haiyan","google-country","http://maltieciai.lt/en/maltos-ordinas-isleido-specialu-pasto-zenkla-pagalbai-filipinams/","<b>News</b>. 2013-12-28. The Magistral post office issue a stamp for the Philiphines. A <br> little more than a month ago the devastating <b>typhoon Haiyan</b> wreaked havoc on&nbsp;..."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryLT-1-10_y1(03)","wwp.greenwichmeantime.com","Jonava Lithuania","","haiyan","google-country","http://wwp.greenwichmeantime.com/time-zone/europe/european-union/lithuania/jonava/","<b>News</b>: ... donation today could help us give life-saving support to a child affected <br> by <b>Typhoon Haiyan</b>, or provide support in their community during the aftermath."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryLT-1-10_y1(04)","wwp.greenwichmeantime.com","Lithuania websites","","haiyan","google-country","https://wwp.greenwichmeantime.com/time-zone/europe/european-union/lithuania/websites/","<b>News</b>: ... donation today could help us give life-saving support to a child affected <br> by <b>Typhoon Haiyan</b>, or provide support in their community during the aftermath."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryLT-1-10_y1(05)","bbad.com","BBAD.com","","haiyan","google-country","http://www.bbad.com/","VIDEO: BBC World <b>News</b> business headlines. Aggression from ... VIDEO: US <br> investors bet on <b>News</b> start ups ... In pictures: Fishing again after <b>Typhoon Haiyan</b><br> ."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryLT-1-10_y1(06)","technologijos.lt","Filipinų supertaifūno Haiyan aukos jau skaičiuojamos tūkstančiais ...","","haiyan","google-country","http://www.technologijos.lt/n/mokslas/gamta_ir_biologija/S-36989/straipsnis/Filipinu-supertaifuno-Haiyan-aukos-jau-skaiciuojamos-tukstanciais-nuo-zemes-pavirsiaus-nusluotas-Taklobano-miestas-Video?l=2&p=1","BBC duomenimis, supertaifūno Haiyan aukomis jau tapo daugiau nei 120 <br> Filipinų gyventojų. Raudonojo kryžiaus duomenimis žuvusių gali būti <br> dešimteriopai&nbsp;..."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryLT-1-10_y1(07)","technologijos.lt","Blogiau nei pragaras: vaizdo įraše – pražūtingo taifūno siautėjimas ...","","haiyan","google-country","http://www.technologijos.lt/n/mokslas/gamta_ir_biologija/S-37008/straipsnis/Blogiau-nei-pragaras-vaizdo-irase--prazutingo-taifuno-siautejimas-Video?l=2&p=1","Supertaifūnui „Haiyan“ praslinkus per Filipinus, publikuojama vis daugiau vaizdo <br> įrašų, kuriuose užfiksuotas jo siautėjimas. „Štai kaip supertaifūnas atrodo iš&nbsp;..."
"2014-04-12","years","1","365","194","2013-04-12","2014-04-12","haiyan-google-countryLU-1-10_y1(01)","ses.com","SES SUPPORTS RELIEF EFFORTS FOLLOWING TYPHOON HAIYAN","","haiyan","google-country","http://www.ses.com/4233325/news/2013/16308085","SES SUPPORTS RELIEF EFFORTS FOLLOWING <b>TYPHOON HAIYAN</b>. 11.11.<br> 2013. Share ... Stay in touch. Keep up to date with the latest <b>news</b> and press."
"2014-04-12","years","1","365","194","2013-04-12","2014-04-12","haiyan-google-countryLU-1-10_y1(02)","aircargonews.net","Air cargo industry rallies round Typhoon Haiyan victims ...","","haiyan","google-country","http://www.aircargonews.net/news/single-view/news/air-cargo-industry-rallies-around-typhoon-haiyan-victims.html","... help around 11 million people affected by <b>Typhoon Haiyan</b>, which swept <br> through the... ... Air Cargo <b>News</b> is the number one newspaper in air cargo <br> publishing&nbsp;..."
"2014-04-12","years","1","365","194","2013-04-12","2014-04-12","haiyan-google-countryLU-1-10_y1(03)","ey.com","EY Luxembourg helps the victims of the Haiyan typhoon in Philippines","","haiyan","google-country","http://www.ey.com/LU/en/Newsroom/News-releases/News_20131211_EY-Luxembourg-helps-the-victims-of-the-Haiyan-typhoon-in-Philippines","... of all our people to the <b>Typhoon Haiyan</b> Appeal initiative of Children&#39;s Villages. <br> ... This <b>news</b> release has been issued by EYGM Limited, a member of the&nbsp;..."
"2014-04-12","years","1","365","194","2013-04-12","2014-04-12","haiyan-google-countryLU-1-10_y1(04)","goeres-group.com","GOERES Group collecting relief goods for helping the victims of the ...","","haiyan","google-country","http://www.goeres-group.com/goeres-group-collecting-relief-goods-for-helping-the-victims-of-the-typhoon-haiyan/","Inside the Goeres Group / Latest <b>News</b> ... send to the Philippines to help the <br> victims of the <b>Typhoon Haiyan</b> (<b>Yolanda</b>), which has hit the landfall in the <br> Philippines&nbsp;..."
"2014-04-12","years","1","365","194","2013-04-12","2014-04-12","haiyan-google-countryLU-1-10_y1(05)","rtl.lu","RTL.lu - People News English - Philippine typhoon mother rises ...","","haiyan","google-country","http://www.rtl.lu/lifestyle/people/english/517902.html","Emily Sagalis survived the tsunami-like ocean surges of Super <b>Typhoon Haiyan</b> <br> by gripping a fence with one hand, while using the other to protect her swollen&nbsp;..."
"2014-04-12","years","1","365","194","2013-04-12","2014-04-12","haiyan-google-countryLU-1-10_y1(06)","emergency.lu","News","","haiyan","google-country","http://www.emergency.lu/index.php/news","... its emergency response to the devastation brought by Super <b>Typhoon Haiyan</b> (<br> <b>Yolanda</b>) - one of the world&#39;s strongest typhoon on record - in the Philippines."
"2014-04-12","years","1","365","194","2013-04-12","2014-04-12","haiyan-google-countryLU-1-10_y1(07)","timkovach.com","Typhoon Haiyan Archives Tim Kovach","","haiyan","google-country","http://timkovach.com/wp/tag/typhoon-haiyan/","First, <b>Typhoon Haiyan&#39;s</b> initial reported death toll of 10,000 appears – thankfully – <br> to have been .... Most media <b>coverage</b> falls back upon the “myth of naturalness."
"2014-04-12","years","1","365","194","2013-04-12","2014-04-12","haiyan-google-countryLU-1-10_y1(08)","pls.lu","Philippines - Luxembourg Society asbl","","haiyan","google-country","http://www.pls.lu/","As most of you may have already heard on the <b>news</b>, on the 9th of November <br> 2013 the central ... Devastation in Central Philippines caused by <b>Typhoon Haiyan</b><br> &nbsp;..."
"2014-04-12","years","1","365","194","2013-04-12","2014-04-12","haiyan-google-countryLU-1-10_y1(09)","cargolux.com","19th November 2013 Cargolux helps typhoon victims in the ...","","haiyan","google-country","http://www.cargolux.com/NewsPublicat/?mid=0&module=4&idcat=173&","<b>News</b> &amp; Publications. Home &middot; The ... Cargolux Airlines International S.A. has <br> flown two relief flights to Manila in help of the Philippines victims of <b>typhoon</b> <br> <b>Haiyan</b>."
"2014-04-12","years","1","365","194","2013-04-12","2014-04-12","haiyan-google-countryLU-1-10_y1(10)","strysles.lu","News | Strysles","","haiyan","google-country","http://strysles.lu/category/news/","The catastrophe in the Philippines that was caused by super <b>typhoon Haiyan</b> <br> moved Olivier Conrardy to start an aid campaign. Currently, he himself is on-site <br> in&nbsp;..."
"2014-04-12","years","1","365","67","2013-04-12","2014-04-12","haiyan-google-countryLV-1-10_y1(01)","bnn-news.com","In pictures: devastation in Philippines after Haiyan | Baltic News ...","","haiyan","google-country","http://bnn-news.com/pictures-devastation-philippines-haiyan-105711","In the devastation brought by super <b>typhoon Haiyan</b> in Philippines, up to 10000 <br> people might have died and hundreds of thousands more are displaced."
"2014-04-12","years","1","365","67","2013-04-12","2014-04-12","haiyan-google-countryLV-1-10_y1(02)","baltictimes.com","Nov 14, 2013 - UN chief calls for urgent help over Philippines crisis...","","haiyan","google-country","http://www.baltictimes.com/news/articles/33763/","E-mail this <b>article</b> Print this <b>article</b> ... Up to 10,000 people are dead and 11 million <br> people affected after <b>Typhoon Haiyan</b> hit the country on Nov.8. &quot;There is utter&nbsp;..."
"2014-04-12","years","1","365","67","2013-04-12","2014-04-12","haiyan-google-countryLV-1-10_y1(03)","bnn-news.com","Video: Philippines hit by possibly unprecedented typhoon | Baltic ...","","haiyan","google-country","http://bnn-news.com/philippines-hit-possibly-unprecedented-typhoon-105660","<b>Typhoon Haiyan</b> is raging central islands of the Philippines with sustained winds <br> of 314 km/h. The storm has already claimed three lives in the country having to&nbsp;..."
"2014-04-12","years","1","365","67","2013-04-12","2014-04-12","haiyan-google-countryLV-1-10_y1(04)","baltictimes.com","Latvian couple describe lucky escape after deadly storm","","haiyan","google-country","http://www.baltictimes.com/news/articles/33743/","E-mail this <b>article</b> Print this <b>article</b> ... people are feared dead and an estimated 11 <br> million people affected after <b>Typhoon Haiyan</b> struck the country on Friday, Nov."
"2014-04-12","years","1","365","67","2013-04-12","2014-04-12","haiyan-google-countryLV-1-10_y1(05)","bnn-news.com","Philippines&apos; survivors of Haiyan in desperate need of water and food ...","","haiyan","google-country","http://bnn-news.com/philippines-survivors-haiyan-desperate-water-food-105807","A state of calamity has been declared in Philippines after devastation was <br> brought by super <b>typhoon Haiyan</b> leaving thousands dead and millions out of <br> food&nbsp;..."
"2014-04-12","years","1","365","67","2013-04-12","2014-04-12","haiyan-google-countryLV-1-10_y1(06)","baltictimes.com","Hundreds lead crack down on legal drugs outlets","","haiyan","google-country","http://www.baltictimes.com/news/articles/33757/","... Jobs : Contact information : Advertise! E-mail this <b>article</b> Print this <b>article</b> ... <br> VIDEO: <b>Typhoon Haiyan</b> seen from space... Lithuanian president tackles youth&nbsp;..."
"2014-04-12","years","1","365","67","2013-04-12","2014-04-12","haiyan-google-countryLV-1-10_y1(07)","wwp.greenwichmeantime.com","Jekabpils Latvia","","haiyan","google-country","http://wwp.greenwichmeantime.com/time-zone/europe/european-union/latvia/jekabpils/","<b>News</b>: ... donation today could help us give life-saving support to a child affected <br> by <b>Typhoon Haiyan</b>, or provide support in their community during the aftermath."
"2014-04-12","years","1","365","67","2013-04-12","2014-04-12","haiyan-google-countryLV-1-10_y1(08)","baltic-course.com","Latvia to allocate EUR 30,000 to the Philippines :: The Baltic Course ...","","haiyan","google-country","http://www.baltic-course.com/eng/finances/?doc=83815","Baltic States <b>news</b> &amp; analytics Thursday, 10.04.2014, 06:58 ... As reported, <br> thousands of people died when <b>typhoon &#39;&#39;Haiyan</b>&#39;&#39; – packing some of the <br> strongest&nbsp;..."
"2014-04-12","years","1","365","67","2013-04-12","2014-04-12","haiyan-google-countryLV-1-10_y1(09)","bayer.lv","Globālo ziņu apskats","","haiyan","google-country","http://www.bayer.lv/lv/news/global-news","... 380 scientists from 14 countriesvairāk. 13.11.2013. After <b>Typhoon Haiyan</b>: ... <br> More <b>news</b> from Bayer Group. Publikācijas; Research Magazine &middot; Videocenter&nbsp;..."
"2014-04-12","years","1","365","67","2013-04-12","2014-04-12","haiyan-google-countryLV-1-10_y1(10)","baltic-course.com","The UN Climate Change Conference in Warsaw: ways to a global ...","","haiyan","google-country","http://www.baltic-course.com/eng/baltic_states/?doc=83522","Baltic States <b>news</b> &amp; analytics Wednesday, 09.04.2014, 08:09 ... including the <br> devastating <b>Typhoon Haiyan</b> that just hit the Philippines, one of the most powerful<br> &nbsp;..."
"2014-04-12","years","1","365","97","2013-04-12","2014-04-12","haiyan-google-countryLY-1-10_y1(01)","visual.ly","Typhoon Yolanda (Haiyan) Status Reports | Visual.ly","","haiyan","google-country","http://visual.ly/typhoon-yolanda-haiyan-status-reports","Typhoon <b>Yolanda</b> (or Haiyan as internationally known) struck my homeland, the <br> Philippines, late 2013. It is one of ... <b>Typhoon Haiyan</b> Infographic. <b>Typhoon</b>&nbsp;..."
"2014-04-12","years","1","365","97","2013-04-12","2014-04-12","haiyan-google-countryLY-1-10_y1(02)","bit.ly","Typhoon Haiyan victims get support from local relief efforts | news10 ...","","haiyan","google-country","http://bit.ly/1gVU7bX","For the hundreds of thousands of Filipino-Americans who call Northern California <br> home, <b>Typhoon Haiyan</b>, also known as Typhoon <b>Yolanda</b> has become a call to&nbsp;..."
"2014-04-12","years","1","365","97","2013-04-12","2014-04-12","haiyan-google-countryLY-1-10_y1(03)","visual.ly","Typhoon Haiyan | Visual.ly","","haiyan","google-country","http://visual.ly/typhoon-haiyan","It is a brief account on <b>Typhoon Haiyan</b> that devastated Philippines in November <br> 2013. ... 783. 2. 1. Typhoon <b>Yolanda</b> (Haiyan) Status Reports Infographic."
"2014-04-12","years","1","365","97","2013-04-12","2014-04-12","haiyan-google-countryLY-1-10_y1(04)","bit.ly","THANK YOU! For Helping Victims Of Typhoon Haiyan | digtriad.com","","haiyan","google-country","http://bit.ly/1ewf6p3","Victims of <b>Typhoon Haiyan</b> in the Philippines called for help. WFMY <b>News</b> 2 and <br> our community answered. WFMY <b>News</b> 2 anchors Jackie Fernandez and Julie&nbsp;..."
"2014-04-12","years","1","365","97","2013-04-12","2014-04-12","haiyan-google-countryLY-1-10_y1(05)","visual.ly","Typhoon Haiyan Aftermath: ADB&apos;s Response | Visual.ly","","haiyan","google-country","http://visual.ly/typhoon-haiyan-aftermath-adbs-response","The Asian Development Bank will provide $23 million in grants to the Philippines <br> to address immediate needs, and stands ready to provide a $500 millio."
"2014-04-12","years","1","365","97","2013-04-12","2014-04-12","haiyan-google-countryLY-1-10_y1(06)","bit.ly","Typhoon Haiyan deaths in Philippines pass 6,000 | wtsp.com","","haiyan","google-country","http://bit.ly/1g1wAa9","BREAKING <b>NEWS</b>: LIVE BREAKING <b>NEWS</b> OSCAR PISTORIOUS &middot; Watch ... <br> Marquez, &middot; Homes and businesses in Guiuan were destroyed by <b>Typhoon Haiyan</b><br> ."
"2014-04-12","years","1","365","97","2013-04-12","2014-04-12","haiyan-google-countryLY-1-10_y1(07)","instant.ly","How Mobile Technology Is Helping In the Wake of Typhoon Haiyan ...","","haiyan","google-country","http://www.instant.ly/blog/2013/11/how-mobile-technology-is-helping-in-the-wake-of-typhoon-haiyan/","Here are some examples of ways organizations are using mobile technology to <br> help provide relief to those who have been affected by <b>Typhoon Haiyan</b>."
"2014-04-12","years","1","365","97","2013-04-12","2014-04-12","haiyan-google-countryLY-1-10_y1(08)","bit.ly","How to help after Super typhoon Haiyan | firstcoastnews.com","","haiyan","google-country","http://bit.ly/1khyuXE","JACKSONVILLE, Fla. -- First Coast <b>News</b> has compiled a list of ways you can <br> support victims of <b>Typhoon Haiyan</b> in the Philippines. Google has launched a&nbsp;..."
"2014-04-12","years","1","365","97","2013-04-12","2014-04-12","haiyan-google-countryLY-1-10_y1(09)","ly.undp.org","The Race is on to Salvage a “Golden Trough” of Typhoon Felled ...","","haiyan","google-country","http://www.ly.undp.org/content/philippines/en/home/presscenter/pressreleases/2014/01/28/the-race-is-on-to-salvage-a-golden-trough-of-typhoon-felled-trees-across-the-central-philippines","Typhoon <b>Yolanda</b>, with its 300 kilometer winds, felled or damaged more than 32 <br> million ... <b>Typhoon Haiyan</b> felled millions of coconut trees in Central Visayas."
